ticker,company_name,status,sector,industry,last_date,last_close,pe_ratio,data_points,rising_7day,declining_7day,pct_1d,pct_3d,pct_5d,pct_21d,pct_63d,pct_252d,avg_1y,avg_2y,avg_5y,avg_max,cum_return_from_start_pct,ann_vol_pct,rsi,52w_high,52w_low,pct_from_52w_high,pct_from_52w_low,avg_volume_20d,volume_vs_avg
ACIW,ACI Worldwide,ok,Information Technology,Application Software,2026-01-02,45.66999816894531,18.489878,7766,False,False,-4.47605760902825,-6.028807401580416,-6.5479861528125465,-1.7849501743111507,-13.862697520482769,-11.303172110704008,49.434661333304476,45.3590059526872,35.61557323158167,16.503707204794043,1432.978795940821,49.67210366575301,37.48251375158057,57.349998474121094,40.7400016784668,-20.366173698237017,12.10111999844191,710590.0,-24.86525281808075
ACLS,"Axcelis Technologies, Inc.",ok,Information Technology,Semiconductor Materials & Equipment,2026-01-02,86.12000274658203,20.311323,6409,False,False,7.194432004181439,5.255442517472675,4.009661319394997,4.476528482039277,-7.961950382109794,22.993440267623754,71.43629470764404,89.98514913327651,86.86134562067166,33.657031529787496,-10.057438384770723,70.56930079876774,43.554012989235446,100.44000244140625,42.41999816894531,-14.257267370317006,103.0174598395633,466970.0,-6.503629783497866
ACMR,"ACM Research, Inc.",ok,Information Technology,Semiconductor Materials & Equipment,2026-01-02,44.880001068115234,26.093023,2052,False,False,13.76425906251666,12.28421240294808,11.920206423646018,36.53788416944683,3.6011112287182234,197.81023209661538,28.26398411025089,24.787505013331266,22.049761173072135,17.0991709025515,2304.2853006417245,83.36329215484443,66.03278488409325,44.880001068115234,15.100000381469727,0.0,197.21854261136738,1209555.0,37.5133830210284
ACT,"Enact Holdings, Inc.",ok,Financials,Commercial & Residential Mortgage Finance,2026-01-02,39.619998931884766,9.087155,1079,False,False,-0.0504552423603033,-1.1970063852897672,-1.5896657136871606,1.9557341986524701,7.732013459986353,25.102519155679403,35.58977136953894,33.23195202639752,26.974279748388085,26.974279748388085,138.78001347688132,24.64571235777941,54.40725465619576,40.619998931884766,30.457590103149414,-2.461841522145013,30.082514071879668,258180.0,-25.943140444651014
ADAM,"Adamas Trust, Inc.",ok,Real Estate,Mortgage REITs,2026-01-02,7.440000057220459,39.157894,5396,False,False,1.9178063401050771,1.9178063401050771,2.0576144876865543,1.9436098589152184,10.92996525318295,46.102258586807075,6.2327689459599345,5.7881270071147215,7.160122023646239,8.15271599975182,-69.72925954811599,50.78030645186099,79.50835200380769,7.440000057220459,4.844229221343994,0.0,53.584806111967765,783360.0,-13.909313725490192
ADEA,"Adeia, Inc.",ok,Information Technology,IT Consulting & Other Services,2026-01-02,17.579999923706055,27.046154,5569,False,False,1.9130430359771244,1.5597947203574547,1.3256457474316585,40.8653891709666,1.9244368849702598,28.809606696043556,14.042754260667293,12.738602634452683,10.082699404020978,6.928184076707525,363.9465441185122,50.00796824262085,75.50761069611083,17.93520736694336,11.103411674499512,-1.9805036873562591,58.329713776900704,1038272.7,-24.161349903546537
ADMA,"ADMA Biologics, Inc.",ok,Health Care,Biotechnology,2026-01-02,17.8799991607666,20.790697,3071,False,False,-1.9736875815185018,-6.436428102041447,-8.495402645767703,-7.116887476537137,23.05574321652366,2.2298421655353895,17.910478044791052,15.023230596280714,7.537571647459535,6.548014650512541,109.12279253680151,65.06085004659626,23.628701321381683,24.510000228881836,13.989999771118164,-27.050187703803623,27.805571503147537,2216625.0,-10.986296734901035
ADNT,Adient,ok,Consumer Discretionary,Automotive Parts & Equipment,2026-01-02,19.040000915527344,6.3538895,2316,False,False,-0.6781385511174909,-1.703664994364118,-1.703664994364118,0.954402435580981,-23.411100369807734,10.76207285627724,18.891075658608244,22.564632173086967,32.32472931199772,35.976594891572866,-60.462355198133324,59.91548442773945,51.09491794902495,25.8700008392334,10.34000015258789,-26.401235802621052,84.13927112720613,1088180.0,-4.740024628278405
ADUS,Addus HomeCare Corp.,ok,Health Care,Health Care Services,2026-01-02,106.58000183105469,22.871246,4070,False,False,-0.7542579040854647,-3.2058838976747883,-4.00792308129968,-11.235111100238504,-7.682975618582333,-15.60025113927379,111.5886053868024,112.56954255303143,101.23243623478398,53.947997549300695,1155.3593015823806,44.87778091993503,16.523226985744458,135.9199981689453,89.83000183105469,-21.58622478895395,18.646331580291072,152910.0,31.77686220652671
AEIS,Advanced Energy,ok,Information Technology,Semiconductor Materials & Equipment,2026-01-02,221.99000549316406,57.8099,7580,False,False,6.027611725793358,2.1771200892575227,2.1912304282301953,5.238457819221476,24.72109860385561,93.52773276764452,145.5251626246479,125.2283733360336,105.83318932041242,39.18736686760014,2163.4153513274678,60.091793108879855,48.196055253663175,225.68479919433594,78.87046813964844,-1.6371477894664532,181.46150356316824,332775.0,1.4198782961460488
AEO,American Eagle Outfitters,ok,Consumer Discretionary,Apparel Retail,2026-01-02,26.360000610351562,23.327435,7984,False,False,-0.03792274768136261,-2.1165974317299496,-1.0881764064907151,26.54825111329917,56.81004257287148,67.3050502154894,14.494584425512063,17.305981819956724,17.631520119442303,9.512977608457163,5569.459714969056,54.6943871458443,60.12559758111024,27.84000015258789,9.119138717651367,-5.316090280620036,189.0623931328964,8088160.0,-30.476152796186028
AESI,"Atlas Energy Solutions, Inc.",ok,Energy,Oil & Gas Equipment & Services,2026-01-02,9.720000267028809,,708,False,False,3.184715374788949,1.8867956592823587,1.2499987582366145,9.954752253972533,-13.753328551704714,-54.14832425806425,13.720108499564972,16.540432765043043,16.590958176359617,16.590958176359617,-34.43494249123261,46.48548310004192,37.37024746698768,23.763160705566406,8.100000381469727,-59.09634922953686,19.999997645248712,2507805.0,30.105809662234506
AGO,Assured Guaranty Ltd.,ok,Financials,Property & Casualty Insurance,2026-01-02,88.73999786376953,10.875,5459,False,False,-1.2573771539753031,-2.0421664078899004,-2.3332629675775096,-0.682709144676974,4.955641230961039,0.07872878227050961,85.82665565764286,83.37730074023632,64.37237743663181,30.464566787622594,582.1141215723632,47.9663610533511,43.48324612766348,94.72242736816406,76.25917053222656,-6.315747675196517,16.366329773110582,356105.0,-11.34637255865545
AGYS,"Agilysys, Inc.",ok,Information Technology,Application Software,2026-01-02,115.51000213623047,135.89412,11544,False,False,-2.8020820466807983,-5.629084398493001,-3.8218121533778904,-6.5604274633263575,15.084187481666689,-13.436750582381684,103.50231064268317,101.88121269332248,75.9556608108958,16.19656022238963,7716.521475449627,51.16387067572759,27.253828208117113,141.1199951171875,65.76000213623047,-18.147671391067032,75.65389048640289,157395.0,48.098732488325545
AHCO,AdaptHealth Corp.,ok,Health Care,Health Care Equipment,2026-01-02,9.670000076293945,17.581818,1909,False,False,-2.9116461921919967,-4.916420808742073,-5.56640339418657,2.545066419419273,2.4364460395591037,3.3119704165325503,9.41916332206878,9.642803157063176,15.687643299057225,15.152563113826554,-0.3092756037225586,55.00710498786401,36.9369233915104,11.380000114440918,7.329999923706055,-15.026362222765076,31.92360405107323,1160470.0,-8.416417486018602
AHH,"Armada Hoffler Properties, Inc.",ok,Real Estate,Diversified REITs,2026-01-02,6.639999866485596,30.181818,3184,False,False,0.3021145207289466,1.370808480354646,3.065461803961944,3.3796887121979813,-3.5319013979714153,-28.70666890708048,7.035741439378594,8.465418702802411,9.282315189671365,8.184960035073697,24.390214925265408,31.226250449067294,44.6920838286186,9.452228546142578,5.904000282287598,-29.75201737800387,12.466117022488072,950410.0,-21.896865563283217
AIN,Albany International Corp.,ok,Industrials,Industrial Machinery & Supplies & Components,2026-01-02,52.34000015258789,17.475794,9638,False,False,3.2347127514192,0.8283573616639561,2.2265612747287555,11.404823920495598,-1.8141032402608226,-33.22031428455452,63.84007492673349,74.04606383458284,79.75454184963445,29.725870600823274,501.8116699281609,35.80579958072504,47.14894361804895,81.52165222167969,41.1936149597168,-35.79619803305617,27.058526433698848,338135.0,-6.753219867804283
AIR,AAR CORP.,ok,Industrials,Aerospace & Defense,2026-01-02,84.44999694824219,105.56249,11544,False,False,2.0050682622996696,-0.07100365219675497,-1.8365707932974096,1.8943047138668678,0.595592636302622,38.170808939897995,71.54673282273737,68.31377720311433,55.08564482828614,19.21260427714055,3624.2990698425097,44.05291521120825,50.383812677691054,89.66999816894531,48.560001373291016,-5.821346411614989,73.90855551888718,357275.0,1.8823035476873473
AKR,Acadia Realty Trust,ok,Real Estate,Retail REITs,2026-01-02,20.639999389648438,158.76923,8207,False,False,0.48684746671796564,-0.38056115809016466,-0.42815335345079975,5.360899381561257,2.9663387269965202,-9.744282651513537,19.779369483431022,19.298281134952372,16.724813264646347,10.866252999409145,490.7251765308931,31.096910942260674,62.86743997124167,23.78116798400879,16.966716766357422,-13.208638854376591,21.64993188649563,1341835.0,5.773064497497837
AL,Air Lease Corporation,ok,Industrials,Passenger Airlines,2026-01-02,64.1500015258789,7.4419956,3699,False,False,-0.12455523411716296,0.0780078829143882,-0.07787449336420504,0.4542278252415155,1.1805605486054027,35.60988181851097,55.42640967198102,50.15398260613322,42.925481478879405,33.61486013195392,171.0877466971104,40.257576486134475,58.40715134492816,64.26000213623047,40.0290641784668,-0.17118052706933073,60.25855923053957,1471675.0,44.787402109840826
ALEX,Alexander & Baldwin,ok,Real Estate,Diversified REITs,2026-01-02,20.649999618530273,20.445545,3408,False,False,0.048450722759474374,-0.3378363761774028,0.0,36.0180741876657,18.31655609337728,23.787960313933997,17.15302640223408,16.790511246940962,16.51103406347287,17.055751744990058,67.54852951326717,35.11806757957749,58.34785973282062,20.719999313354492,14.886823654174805,-0.3378363761773989,38.713268177521975,1662600.0,-61.85492601948754
ALG,Alamo Group,ok,Industrials,Construction Machinery & Heavy Transportation Equipment,2026-01-02,170.42999267578125,17.66114,8255,False,False,1.5249881652803055,-1.1082764899011721,-1.8316962867291786,5.268683817709574,-10.889278614272557,-7.481427824157305,190.40740492619366,190.4215917871676,166.80413297786833,52.23139267349012,2025.8966065723016,37.080020296936155,42.69339256135371,232.03956604003906,157.71560668945312,-26.551322438530555,8.061590259335045,110935.0,-10.848695181863254
ALGT,Allegiant Travel Company,ok,Industrials,Passenger Airlines,2026-01-02,88.01000213623047,13.901789,4796,False,False,3.2133289562957357,3.9692859418606785,3.98157227183793,13.57595117108601,46.830170424818164,-4.585858440485224,65.14386460505634,63.55661776715197,106.68902077948212,92.33387722961102,332.89896382147106,48.2927608970254,61.21139706617481,105.30000305175781,40.900001525878906,-16.419753479996423,115.183371278222,287555.0,0.05042513606092758
ALKS,Alkermes plc,ok,Health Care,Pharmaceuticals,2026-01-02,28.260000228881836,14.059702,8680,False,False,1.000717266713469,0.8925383718569879,-0.9116417416152545,-2.4508080818122835,-9.596928912458003,-1.8068118323741444,30.086533846608194,28.580039780846175,27.113742056925584,21.855313725130898,413.81818597966975,61.992564657355196,37.03704710007108,36.0,26.1299991607666,-21.499999364217125,8.15155429210027,1625660.0,-18.59921508802579
ALRM,"Alarm.Com, Inc.",ok,Financials,Application Software,2026-01-02,51.2400016784668,21.711866,2646,False,False,0.4312058383559858,-1.1192551520129657,-1.1955243435940344,-0.6013531778500725,-1.9705352406284349,-16.08254090069461,55.48025900244238,59.593290249348634,64.58326035700027,52.092159885758264,203.55452740520005,38.87278673152779,35.96330609147999,63.81999969482422,47.130001068115234,-19.711686111740384,8.720561250171693,391845.0,16.168382906506395
AMN,"Amn Healthcare Services, Inc.",ok,Health Care,Health Care Services,2026-01-02,15.119999885559082,21.314087,6073,False,False,-4.060915825051115,-4.905658815627644,-5.559027673948469,-9.999996594020145,-22.659844114487747,-36.497269110876715,20.866334687191177,36.47415504683083,72.67636149096641,34.15623414781446,-30.129388576638394,45.133757360978485,32.19815731471654,28.100000381469727,15.119999885559082,-46.19217195623307,0.0,931900.0,-13.799763923167719
AMPH,"Amphstar Pharmaceuticals, Inc.",ok,Health Care,Pharmaceuticals,2026-01-02,26.459999084472656,11.707964,2899,False,False,-1.1949275353545064,-1.2318097042819387,-1.3054844775895802,-0.7874052914156215,-0.22624951830817475,-28.175898548105927,27.021235074654992,36.3390258614633,33.90026274000763,24.291503969411597,202.39998953683033,42.0080925799709,54.17910358533413,38.47999954223633,20.6200008392334,-31.237007798220752,28.322007796079095,370455.0,9.594957552199324
AMR,"Alpha Metallurgical Resources, Inc.",ok,Materials,Steel,2026-01-02,203.05999755859375,9.502106,1232,False,False,1.5909508695707952,-1.1392387572659368,-2.3233449637958814,25.345677505304785,20.998682336065766,0.9696170962777195,147.9992826849341,218.1038366814494,160.06604230558716,160.06604230558716,1490.3598979594733,61.90599793492242,61.543877272854104,208.74000549316406,99.45999908447266,-2.7210921649402393,104.16247680249049,243545.0,-38.53291999425158
AMSF,"Amerisafe, Inc.",ok,Financials,Property & Casualty Insurance,2026-01-02,37.58000183105469,14.453847,5061,False,False,-2.160890444297525,-2.058892683923441,-2.692897798014837,-2.735621489096851,-9.385791132155619,-22.201770235778728,43.5928887295058,43.53981782522638,40.965318655512135,23.511938285130423,917.4548735110499,33.23073106028323,20.070357266624228,50.29818344116211,36.54999923706055,-25.285568463888797,2.8180646114754238,174445.0,-42.044770558055546
AMTM,Amentum,ok,Industrials,Diversified Support Services,2026-01-02,30.479999542236328,112.888885,320,False,False,5.103446697366643,4.383557348811595,1.9057161408629675,6.128134648190797,21.192842960438707,36.68161697324803,22.878565693281562,23.560312461853027,23.560312461853027,23.560312461853027,3.287018996377844,63.238268913575666,52.86416084914805,30.479999542236328,16.43000030517578,0.0,85.51429687213404,2045085.0,14.767845835258676
AMWD,American Woodmark Corp.,ok,Industrials,Building Products,2026-01-02,54.9900016784668,12.96934,9942,False,False,2.022263676680147,0.8066039368655353,0.36503150136428797,-1.7509371464402013,-19.02518228084169,-31.202300177013786,61.66135477924727,76.5930020083964,70.64261151574979,31.749097467709824,839.2887828749347,58.65470895905281,25.810791793028685,82.5,47.619998931884766,-33.345452510949336,15.476696581039448,175245.0,11.158663585266337
ANDE,"The Andersons, Inc.",ok,Consumer Staples,Food Distributors,2026-01-02,53.04999923706055,24.906101,7517,False,False,0.1510323484471554,-0.7079944880371891,-1.242021878707844,1.1593867445327977,31.612216023356954,36.44396817941753,41.26462220575705,45.28973743597982,39.71917588847458,19.894816619753282,1593.4155317503105,41.24170372248218,53.617160478590925,56.13803482055664,31.07196044921875,-5.500790316880341,70.73270714205738,399650.0,6.318028274740395
ANGI,Angi Inc.,ok,Communication Services,Advertising,2026-01-02,12.649999618530273,17.328766,3551,False,False,-2.165511833231948,-0.9397089657928959,-0.550319552114964,5.32888740592492,-20.189278775542373,-21.42857565960201,15.346055748928116,19.230934385750924,47.89726113210059,93.8908082907786,-92.2201727283596,64.72596108203257,36.6666710818239,19.299999237060547,10.420000076293945,-34.455957934758395,21.40114708165594,1036760.0,-23.63710019676685
ANIP,"ANI Pharmaceuticals, Inc.",ok,Health Care,Pharmaceuticals,2026-01-02,78.43000030517578,49.01875,6454,False,False,-0.6460629851247068,-3.6249656522546636,-4.563154035135508,-4.493427079871637,-12.00493355544433,44.6781066772614,73.54075690949581,67.21677926520466,50.73844744293553,92.31658200431542,-63.307602196408986,76.0127985745364,35.569442923591836,98.80999755859375,53.93000030517578,-20.62544049890574,45.42925989497664,422050.0,49.65051534178415
AORT,Artivion,ok,Health Care,Health Care Equipment,2026-01-02,44.459999084472656,52.677727,8279,False,False,-2.521380202783652,-4.036267370334057,-5.182342368962011,-2.0057303699264284,9.534365403637546,55.5089151702864,34.4671713992419,29.10097418722528,23.03341560910462,12.740522101098522,1065.670256131624,63.997061580695025,42.08074948066263,47.630001068115234,22.190000534057617,-6.655473257515125,100.36051380996878,346420.0,-27.1981987183188
AOSL,"Alpha and Omega Semiconductor, Ltd.",ok,Information Technology,Semiconductors,2026-01-02,20.65999984741211,91.14572,3945,False,False,4.290764282609194,2.7349538556325825,2.226624360835272,0.04842725940228387,-24.571010194252917,-44.04116773551211,26.55095614095133,29.064791233828718,32.05214967241712,18.271193911307062,16.72315794850332,54.56754341834882,35.71428571428572,43.33000183105469,16.25,-52.31941155237835,27.138460599459137,320695.0,-21.171206286346845
APAM,"Artisan Partners Asset Management, Inc.",ok,Financials,Asset Management & Custody Banks,2026-01-02,41.40999984741211,11.161725,3227,False,False,1.6445707936714182,-0.6954458278693343,-0.7906128840069804,-0.38489258741088994,-1.7763955878301152,4.025416379261282,41.286371740212005,39.913710539194035,34.42533729182687,23.711284876239162,215.00140156894471,32.67752483822,48.951026565457305,46.63795852661133,32.15707778930664,-11.209664497248905,28.774138367704516,541065.0,15.161764298189674
APLE,"Apple Hospitality REIT, Inc.",ok,Real Estate,Hotel & Resort REITs,2026-01-02,12.0600004196167,16.297298,2674,False,False,1.7721521636012483,0.8395007268023225,0.42246145919659917,3.0651670748660598,1.9807487131266344,-14.854325918614276,12.04624823460066,12.845815927797473,12.685790886544877,11.845083516573139,20.271915638454207,33.96222827062387,57.16849689204202,14.74914836883545,10.036808967590332,-18.232564226561358,20.157716048590903,2436135.0,1.8991147863316238
APOG,"Apogee Enterprises, Inc.",ok,Industrials,Building Products,2026-01-02,37.34000015258789,18.126215,13280,False,False,2.5542441886109657,1.6884501941007768,-0.7442817311181904,0.9189193313186239,-15.13252251163405,-46.32994096788457,42.61283746848543,52.958041045111166,45.26365386300785,13.087118662554063,35625.19455646088,45.919401753598,29.915733798526205,70.18824005126953,33.41999816894531,-46.80020452811952,11.729509869588027,231115.0,-24.063777772970163
ARCB,ArcBest Corp.,ok,Industrials,Cargo Ground Transportation,2026-01-02,77.16999816894531,18.330166,8470,False,False,4.0167079518464766,0.36415500262647615,0.39026331682630033,19.08949773861459,11.192024289197011,-16.533018175072588,74.1574665388738,94.88401707977235,87.78512420168349,30.13302564170594,672.5636282778428,51.46019974953171,52.42857384195265,101.24636840820312,56.42256164550781,-23.7799840308219,36.77152528768489,403430.0,-36.99030810797412
ARI,Apollo Commercial Real Estate Finance,ok,Real Estate,Mortgage REITs,2026-01-02,9.859999656677246,11.204545,4094,False,False,1.8594973742430687,1.964835355576522,1.3518303689676214,0.04858747942944053,-1.1250028211857832,28.356844616464905,9.205273358470416,8.854506732455304,8.352618897796436,6.131087282254862,201.68264094597242,36.252556420932464,50.20728113696242,10.478729248046875,7.394669532775879,-5.904624279560936,33.33928734711027,998835.0,-13.198876691345419
ARLO,Arlo Technologies,ok,Information Technology,Communications Equipment,2026-01-02,13.229999542236328,441.0,1864,False,False,-5.432453476166799,-6.236712514904119,-5.702068467291721,-4.751625520324076,-22.540985940674084,17.599995930989575,14.286294872542301,13.064552718555003,9.604936314236586,8.406539709655,-40.1357497109849,74.11503358718376,32.658953483308224,19.440000534057617,8.40999984741211,-31.944448668824734,57.31272036000582,1158090.0,68.87288552703157
AROC,"Archrock, Inc.",ok,Energy,Oil & Gas Equipment & Services,2026-01-02,26.6299991607666,17.635761,4622,False,False,2.3443454737562153,2.620417640982464,3.2170540629853805,10.865939439061645,6.504655396317416,10.494736937907302,24.701285867577056,21.936478578783646,13.692367812630478,12.999071095088818,-38.051903013779196,55.11440742934426,54.56851526340071,29.377866744995117,20.472332000732422,-9.353530016595398,30.07799580337932,1657250.0,-41.15552873736612
ARR,Armour Residential REIT,ok,Real Estate,Mortgage REITs,2026-01-02,18.09000015258789,95.210526,4550,False,False,2.2611622750388083,3.0182272367003327,3.0182272367003327,6.071933962396026,21.827130141468864,15.878441366256645,15.320718560085828,15.268704876985039,18.306412325543203,29.390088541219523,-45.698148908142535,29.639268258676815,80.01984138504812,18.09000015258789,12.300443649291992,0.0,47.06786737427265,2971975.0,44.54024680557542
ARWR,Arrowhead Pharmaceuticals,ok,Health Care,Biotechnology,2026-01-02,67.79000091552734,,8066,False,False,2.10875363571279,-2.6285575392979044,-3.309085258347122,16.980155346056236,95.92486677775595,264.2665163472379,26.262749041219156,25.788359888505273,38.77363459547614,66.84644117344706,-97.68239313109308,234.6952430979722,40.99822207474177,70.81999969482422,9.989999771118164,-4.278450709338704,578.5786032899952,2463765.0,-52.86482274080523
ASO,Academy Sports + Outdoors,ok,Consumer Discretionary,Specialty Stores,2026-01-02,52.150001525878906,9.586397,1319,False,False,4.383511772494986,4.050284591492104,2.1547547605442308,8.320708551361733,-1.3109845916375762,-9.000713972575092,48.094639462778765,52.50908736727584,46.71332183916857,45.231579366283405,314.47049983181137,47.21818926111597,35.48599504449466,58.23821258544922,33.828128814697266,-10.45397993737783,54.16164994388149,1906730.0,-2.1570961803716315
ASTE,"Astec Industries, Inc.",ok,Industrials,Construction Machinery & Heavy Transportation Equipment,2026-01-02,44.630001068115234,21.354069,9963,False,False,3.024010578300018,-1.2610612504493024,-2.234393041992422,1.5010230363635912,-7.826742919089602,36.509998045604505,40.33589538635011,37.29129798843657,43.935660085860334,22.802592862711894,1531.128454035451,52.10535141198848,33.63520258353098,49.31708526611328,30.01766014099121,-9.503976507749197,48.679147070393576,203875.0,2.6609442060085753
ASTH,"Astrana Health, Inc.",ok,Health Care,Health Care Facilities,2026-01-02,25.219999313354492,132.73685,4231,False,False,1.6525588723810047,0.15885229425707248,0.3980830843162808,10.517088740691861,-9.182575089573952,-21.138212400390533,28.701513921122153,36.31425451426573,41.27633758411286,18.01387615476699,168.29787592371983,549.3003539921519,71.90475974223551,39.20000076293945,20.34000015258789,-35.6632683099383,23.99212942063676,538020.0,12.05903126277834
ATEN,"A10 Networks, Inc.",ok,Information Technology,Systems Software,2026-01-02,17.350000381469727,25.144928,2965,False,False,-1.9219906293010403,-3.878110167193649,-3.611108991834855,0.057671446331242215,-5.84247997764995,-4.517041169350677,17.88787078857422,15.986811527911996,14.19938855566037,9.93532426128098,14.097930033275862,47.242767075017056,29.599990844726562,21.427982330322266,14.737306594848633,-19.03110561689178,17.728434770668002,738860.0,-38.56752294074656
ATGE,Adtalem Global Education,ok,Consumer Discretionary,Education Services,2026-01-02,104.47000122070312,15.974007,8696,False,False,0.9664636978857111,-0.057397454600982556,0.7813983503550892,10.819990390215995,-30.330107804695228,15.91035660077238,115.30944222378066,91.24761429743074,59.33347133314533,30.8805575480868,9193.76099272827,42.5856683227978,85.37648712664273,154.4499969482422,89.36000061035156,-32.35998492398021,16.909132170038507,485595.0,-37.8906290221275
AUB,"Atlantic Union Bankshares, Corp.",ok,Financials,Regional Banks,2026-01-02,35.52000045776367,19.955057,8116,False,False,0.6232329333088149,-1.7699098239742916,-2.897761947051425,4.0726614302599495,2.2953673533667507,-2.03825464937587,32.4937011597166,33.2545834876908,31.53058455400406,15.220523349400986,1092.0477914719215,44.60031129135543,31.229207670460653,37.42777633666992,23.053953170776367,-5.097219406639191,54.073360844635985,1290515.0,-29.87295769518371
AVA,Avista Corporation,ok,Utilities,Multi-Utilities,2026-01-02,38.720001220703125,16.40678,13330,False,False,0.46704800441055294,0.23297993812942952,0.9121769574184535,-1.8255512958316178,6.71550032261039,11.07681482247511,37.4506981230352,35.558808958080135,34.90162487242632,11.166601069145246,2387.655136232217,26.5534908961722,49.58450451212038,41.45000076293945,33.46137237548828,-6.586247266555486,15.715520529776562,813955.0,-37.650115792642104
